,Age,Gender,Income,Education,Marital Status,Number of Children,Home Ownership,Credit Score
1885,48,Female,99457,Bachelor's Degree,Married,0,Owned,High
1886,50,Male,151763,Master's Degree,Single,0,Owned,High
1887,47,Male,73206,Bachelor's Degree,Married,1,Owned,High
1888,29,Female,62881,Bachelor's Degree,Single,0,Rented,Average
1889,48,Female,52848,Doctorate,Married,0,Owned,High
1890,36,Male,58530,High School Diploma,Single,0,Owned,Low
1891,30,Male,68047,Master's Degree,Single,0,Owned,High
1892,31,Female,47327,Bachelor's Degree,Single,0,Rented,Low
1893,33,Female,13634,High School Diploma,Single,0,Rented,Low
1894,27,Female,46212,Associate's Degree,Single,0,Rented,Average
1895,45,Female,44499,Bachelor's Degree,Single,2,Owned,High
1896,50,Female,62637,Bachelor's Degree,Married,2,Owned,High
1897,53,Male,81520,Master's Degree,Single,0,Owned,High
1898,31,Female,35317,High School Diploma,Single,1,Owned,Average
1899,26,Female,57019,High School Diploma,Single,0,Rented,Average
1900,31,Female,45218,Bachelor's Degree,Single,0,Rented,High
1901,46,Male,111729,Doctorate,Married,2,Owned,High
1902,49,Female,115972,Doctorate,Married,1,Owned,High
1903,48,Female,93570,Master's Degree,Married,1,Owned,High
1904,33,Female,28273,Bachelor's Degree,Single,0,Rented,Low
1905,48,Female,44727,High School Diploma,Single,0,Owned,High
1906,32,Female,69632,Associate's Degree,Single,0,Rented,Average
1907,41,Male,137077,Doctorate,Married,1,Owned,High
1908,49,Male,116617,Master's Degree,Married,2,Owned,High
1909,25,Female,41631,High School Diploma,Single,0,Rented,Low
1910,26,Female,17816,Associate's Degree,Single,0,Rented,Average
1911,52,Female,80400,Bachelor's Degree,Married,1,Owned,High
1912,50,Female,62990,Bachelor's Degree,Married,1,Owned,High
1913,26,Female,33098,Associate's Degree,Single,0,Rented,Low
1914,50,Female,88310,Doctorate,Married,2,Owned,High
1915,45,Female,124381,Bachelor's Degree,Married,1,Owned,High
1916,30,Male,79315,Bachelor's Degree,Single,0,Rented,Average
1917,23,Female,25571,High School Diploma,Single,0,Rented,Low
1918,26,Female,17403,Associate's Degree,Single,0,Rented,Low
1919,48,Female,61225,Bachelor's Degree,Married,1,Owned,High
1920,32,Female,27524,High School Diploma,Single,0,Rented,Average
1921,33,Female,91188,High School Diploma,Single,0,Owned,High
1922,44,Female,79824,Doctorate,Married,1,Owned,High
1923,44,Female,181274,Doctorate,Married,0,Owned,High
1924,47,Male,118537,Bachelor's Degree,Married,1,Owned,High
1925,46,Male,102241,Bachelor's Degree,Single,0,Rented,High
1926,45,Female,121298,Doctorate,Married,0,Owned,High
1927,40,Male,66946,High School Diploma,Single,0,Owned,High
1928,47,Female,54523,High School Diploma,Married,0,Owned,High
1929,47,Male,91639,Master's Degree,Married,1,Owned,High
1930,29,Female,46514,Bachelor's Degree,Single,0,Rented,Average
1931,46,Female,132970,Doctorate,Married,1,Owned,High
1932,29,Female,25548,Associate's Degree,Single,0,Rented,Low
1933,43,Female,84362,Bachelor's Degree,Married,0,Owned,High
1934,25,Female,40192,Associate's Degree,Single,0,Rented,Average
1935,35,Male,85293,Master's Degree,Single,0,Owned,High
1936,27,Female,68616,Associate's Degree,Single,0,Rented,Average
1937,42,Female,107743,Master's Degree,Married,2,Owned,High
1938,31,Female,14246,Associate's Degree,Single,0,Rented,High
1939,50,Female,155587,Doctorate,Married,2,Owned,High
1940,32,Male,60819,Bachelor's Degree,Single,0,Rented,Low
1941,26,Female,32295,High School Diploma,Single,0,Owned,High
1942,31,Male,69001,Bachelor's Degree,Single,0,Rented,Average
1943,33,Male,5726,Associate's Degree,Single,0,Rented,Low
1944,31,Female,50931,Associate's Degree,Single,0,Rented,Average
1945,52,Male,150736,Master's Degree,Single,0,Owned,High
1946,34,Female,48611,Master's Degree,Married,1,Owned,High
1947,34,Female,26869,Associate's Degree,Single,0,Rented,Average
1948,47,Female,120554,Master's Degree,Married,0,Owned,High
1949,27,Female,31712,High School Diploma,Single,0,Rented,Average
1950,31,Female,70449,Master's Degree,Married,0,Owned,High
1951,26,Male,38916,Associate's Degree,Single,0,Rented,Average
1952,50,Male,131119,Master's Degree,Married,1,Owned,High
1953,27,Female,24564,High School Diploma,Single,0,Rented,Low
1954,27,Female,54477,Associate's Degree,Single,0,Rented,Average
1955,30,Female,47566,Associate's Degree,Single,0,Rented,Average
1956,29,Female,49377,High School Diploma,Single,0,Rented,Average
1957,32,Female,32643,High School Diploma,Single,0,Rented,Low
1958,33,Male,39706,Associate's Degree,Single,0,Rented,Average
1959,32,Female,38957,Associate's Degree,Single,0,Rented,Average
1960,30,Female,33144,Bachelor's Degree,Single,0,Rented,Average
1961,34,Female,50444,Bachelor's Degree,Single,0,Rented,Low
1962,25,Female,23302,Associate's Degree,Single,0,Rented,Low
1963,51,Male,121302,Master's Degree,Married,1,Owned,High
1964,48,Female,90234,Bachelor's Degree,Married,1,Owned,High
1965,44,Male,113293,Master's Degree,Married,2,Owned,High
1966,39,Female,80755,Bachelor's Degree,Married,1,Owned,High
1967,44,Female,54815,Bachelor's Degree,Married,0,Owned,High
1968,32,Female,27516,High School Diploma,Single,0,Rented,Average
1969,43,Male,138059,Master's Degree,Married,2,Owned,High
1970,31,Female,28980,Master's Degree,Single,0,Rented,Low
1971,33,Female,35583,High School Diploma,Single,0,Rented,Average
1972,24,Female,18120,Associate's Degree,Single,0,Rented,Low
1973,34,Female,55866,High School Diploma,Single,0,Rented,Low
1974,39,Male,73005,High School Diploma,Single,0,Owned,High
1975,32,Male,116258,Associate's Degree,Single,0,Rented,Average
1976,24,Female,38906,Associate's Degree,Single,0,Rented,Low
1977,34,Male,40149,Bachelor's Degree,Single,0,Owned,Low
1978,45,Female,118611,Bachelor's Degree,Married,1,Owned,High
1979,50,Female,110297,Bachelor's Degree,Married,1,Owned,High
1980,34,Female,59368,Associate's Degree,Married,2,Owned,High
1981,26,Female,32462,High School Diploma,Single,0,Rented,Low
1982,25,Female,19737,High School Diploma,Single,0,Rented,Low
1983,48,Female,47379,Doctorate,Married,2,Owned,High
1984,45,Female,118422,Doctorate,Married,1,Owned,High
1985,29,Male,64727,Associate's Degree,Single,0,Rented,Average
1986,28,Female,37595,High School Diploma,Single,0,Rented,Low
1987,49,Male,82307,High School Diploma,Married,1,Owned,High
1988,52,Male,68860,Doctorate,Married,1,Owned,High
1989,30,Female,46547,High School Diploma,Single,0,Rented,High
1990,34,Male,132480,Bachelor's Degree,Married,1,Owned,High
1991,50,Female,87464,Master's Degree,Married,1,Owned,High
1992,42,Male,149276,Master's Degree,Married,0,Owned,High
1993,48,Female,71860,Doctorate,Married,1,Owned,High
1994,27,Female,43540,High School Diploma,Single,0,Rented,High
1995,48,Female,144557,Doctorate,Married,2,Owned,High
1996,26,Female,47519,High School Diploma,Single,0,Rented,Low
1997,37,Female,81476,Doctorate,Married,0,Owned,High
1998,54,Male,83611,Bachelor's Degree,Married,3,Owned,High
1999,27,Female,27736,High School Diploma,Single,0,Rented,Low
